article_title,country,lastrevid,article_quality,population,region
Raqiya Haji Dualeh Abdalla,Somalia,1070088517.0,C,17.6,EASTERN AFRICA
Mohamoud Diriye Abdi Joof,Somalia,1025168021.0,Stub,17.6,EASTERN AFRICA
Abdihakim Luqman,Somalia,1050295609.0,Stub,17.6,EASTERN AFRICA
Abdillahi Fadal Iman,Somalia,1108538185.0,Stub,17.6,EASTERN AFRICA
Ahmed Abdisalam Adan,Somalia,1103645386.0,C,17.6,EASTERN AFRICA
Abukar Umar Adani,Somalia,1062681170.0,Stub,17.6,EASTERN AFRICA
Abshir Aden Ferro,Somalia,1080801324.0,C,17.6,EASTERN AFRICA
Aden Isaq Ahmed,Somalia,1089541757.0,Start,17.6,EASTERN AFRICA
Abdulahi Ahmed Afrah,Somalia,1062657842.0,Stub,17.6,EASTERN AFRICA
Agalule,Somalia,969628551.0,Stub,17.6,EASTERN AFRICA
Ahmed Abdi Mohamed,Somalia,1100656544.0,C,17.6,EASTERN AFRICA
Abdirahman Ahmed,Somalia,1024854466.0,Stub,17.6,EASTERN AFRICA
Abdullahi Mohamed Ali,Somalia,1086170226.0,Start,17.6,EASTERN AFRICA
Ahmed Ibrahim Artan,Somalia,1091235719.0,Start,17.6,EASTERN AFRICA
Awad Ahmed Ashareh,Somalia,934134220.0,Stub,17.6,EASTERN AFRICA
Ali Abdi Aware,Somalia,1101217147.0,Stub,17.6,EASTERN AFRICA
Abdurahman Abdullahi Baadiyow,Somalia,1100441625.0,Start,17.6,EASTERN AFRICA
Bashir Bililiqo,Somalia,1111557716.0,Stub,17.6,EASTERN AFRICA
Abdinuur Biindhe,Somalia,1095417153.0,Stub,17.6,EASTERN AFRICA
Hussein Hagi Bood,Somalia,1106104619.0,Stub,17.6,EASTERN AFRICA
Abdi Hassan Buni,Somalia,1091978667.0,Start,17.6,EASTERN AFRICA
Dahir Mohamud Gelle,Somalia,1086845086.0,Stub,17.6,EASTERN AFRICA
Abdikarin Dahir,Somalia,919546861.0,Stub,17.6,EASTERN AFRICA
Abdikarim Dhaaye,Somalia,916623039.0,Stub,17.6,EASTERN AFRICA
Ali Dhere,Somalia,1111018225.0,Stub,17.6,EASTERN AFRICA
Djama Ali Moussa,Somalia,1084934202.0,Stub,17.6,EASTERN AFRICA
Ahmed Farah Dualeh,Somalia,1088167837.0,Stub,17.6,EASTERN AFRICA
Mohamed Omar Dubad,Somalia,1036128178.0,Start,17.6,EASTERN AFRICA
Osman Dubbe,Somalia,1104337611.0,Start,17.6,EASTERN AFRICA
Mohamed Ali Facaye,Somalia,959891467.0,Stub,17.6,EASTERN AFRICA
Abdulcadir Gabeire Farah,Somalia,1083176145.0,B,17.6,EASTERN AFRICA
Abdulrahim Abby Farah,Somalia,1082812482.0,C,17.6,EASTERN AFRICA
Ahmed Moalim Fiqi,Somalia,1115853537.0,Start,17.6,EASTERN AFRICA
Mohamud Abdi Gaab,Somalia,1059533900.0,Stub,17.6,EASTERN AFRICA
Ahmed Gacmayare,Somalia,1055233016.0,Stub,17.6,EASTERN AFRICA
Garaad Abdulahi Garaad Soofe,Somalia,1092287063.0,Start,17.6,EASTERN AFRICA
Garab-Yare,Somalia,948816741.0,Stub,17.6,EASTERN AFRICA
Jama Mohamed Ghalib,Somalia,1113251693.0,Start,17.6,EASTERN AFRICA
Ahmed Mohamed Gulaid,Somalia,1088536676.0,Stub,17.6,EASTERN AFRICA
Yusuf Ahmed Hagar Dabageed,Somalia,1057222114.0,Start,17.6,EASTERN AFRICA
Zakaria Mohamed Haji-Abdi,Somalia,1001700462.0,Start,17.6,EASTERN AFRICA
Anisa Hajimumin,Somalia,1114018333.0,Start,17.6,EASTERN AFRICA
Abdulkadir Abdi Hashi,Somalia,1033350989.0,Start,17.6,EASTERN AFRICA
Mohamed Ali Hassan,Somalia,1051816121.0,Stub,17.6,EASTERN AFRICA
Zakia Hussein,Somalia,1112017371.0,Stub,17.6,EASTERN AFRICA
Abdirahman Haji Aden Ibbi,Somalia,1093240772.0,Stub,17.6,EASTERN AFRICA
Ibraahim Guure,Somalia,1041051193.0,Stub,17.6,EASTERN AFRICA
Hanifa Mohamed Ibrahim,Somalia,1042602017.0,Stub,17.6,EASTERN AFRICA
Ahmed Mohamed Iman,Somalia,1093959197.0,Stub,17.6,EASTERN AFRICA
Ibrahim Artan Ismail,Somalia,1092718719.0,Stub,17.6,EASTERN AFRICA
Mohamed Sheikh Ismail,Somalia,1009328790.0,Start,17.6,EASTERN AFRICA
Yusuf Mohamed Ismail,Somalia,1030025861.0,Start,17.6,EASTERN AFRICA
Abdihamid Sheikh Abdisalam Isse,Somalia,993306568.0,Stub,17.6,EASTERN AFRICA
Ahmed Sheikh Jama,Somalia,971059346.0,Stub,17.6,EASTERN AFRICA
Bashir Mohamed Jama,Somalia,1047607338.0,Start,17.6,EASTERN AFRICA
Farah Ali Jama,Somalia,1069321898.0,Start,17.6,EASTERN AFRICA
Hibaq Jama,Somalia,1082993295.0,Stub,17.6,EASTERN AFRICA
Mohamed Yusuf Jama,Somalia,1105894241.0,Stub,17.6,EASTERN AFRICA
Abdirahman Janaqow,Somalia,1016481335.0,Start,17.6,EASTERN AFRICA
Yusuf Hussein Jimaale,Somalia,1109018708.0,Stub,17.6,EASTERN AFRICA
Abdirizak Jurile,Somalia,1115857480.0,Start,17.6,EASTERN AFRICA
Muna Khalif,Somalia,1098095871.0,Start,17.6,EASTERN AFRICA
Mohammed Awale Liban,Somalia,1056519656.0,Stub,17.6,EASTERN AFRICA
Maslah Mohammed Siad Barre,Somalia,1049402564.0,Start,17.6,EASTERN AFRICA
Mohammed Abdullah Hassan,Somalia,1115797248.0,C,17.6,EASTERN AFRICA
Hassan Ali Mire,Somalia,1113047346.0,C,17.6,EASTERN AFRICA
Hassan Moalim,Somalia,1101935309.0,Stub,17.6,EASTERN AFRICA
Mohamed Ainanshe Guled,Somalia,1074486381.0,Start,17.6,EASTERN AFRICA
Abdinur Sheikh Mohamed,Somalia,1048396818.0,Stub,17.6,EASTERN AFRICA
Abdullahi Mohamed Nur,Somalia,1044041777.0,Stub,17.6,EASTERN AFRICA
Haji Ibrahim Nur,Somalia,1089443067.0,Stub,17.6,EASTERN AFRICA
Mohamed Nur,Somalia,1050474386.0,C,17.6,EASTERN AFRICA
Mohamed Ali Nur,Somalia,1059166816.0,GA,17.6,EASTERN AFRICA
Abdilqadir Ali Omar,Somalia,1004888349.0,Stub,17.6,EASTERN AFRICA
Musa Kassim Omar,Somalia,991598166.0,Stub,17.6,EASTERN AFRICA
Mustafa Mohammed Omar,Somalia,1115032770.0,Start,17.6,EASTERN AFRICA
Abdirahman Dahir Osman,Somalia,975462878.0,Stub,17.6,EASTERN AFRICA
Jama Abdullahi Qalib,Somalia,1105878436.0,Stub,17.6,EASTERN AFRICA
Djama Rabile Ghod,Somalia,1100056788.0,Start,17.6,EASTERN AFRICA
Said Mohamed Rage,Somalia,994839148.0,Stub,17.6,EASTERN AFRICA
Ali Said Raygal,Somalia,985430850.0,Stub,17.6,EASTERN AFRICA
Abdulkadir Sheikh Sakhawudeen,Somalia,1113086828.0,Stub,17.6,EASTERN AFRICA
Yusuf Osman Samatar,Somalia,998215519.0,GA,17.6,EASTERN AFRICA
Mohamed Adan Saqadhi,Somalia,1095290994.0,Stub,17.6,EASTERN AFRICA
Aden Saran-Sor,Somalia,919377968.0,Stub,17.6,EASTERN AFRICA
Ali Sheegow,Somalia,1025739043.0,Stub,17.6,EASTERN AFRICA
Said Hassan Shire,Somalia,1009111397.0,Stub,17.6,EASTERN AFRICA
Mohamud Siraji,Somalia,1098114316.0,C,17.6,EASTERN AFRICA
Hawo Tako,Somalia,1106611306.0,Stub,17.6,EASTERN AFRICA
Khalif Mumin Tohow,Somalia,1105752730.0,Start,17.6,EASTERN AFRICA
Abdi Mohamed Ulusso,Somalia,1106387858.0,Stub,17.6,EASTERN AFRICA
Omar Ismail Waberi,Somalia,1074732557.0,Stub,17.6,EASTERN AFRICA
Deqa Yasin,Somalia,1032785373.0,Start,17.6,EASTERN AFRICA
Deeq Sulaiman Yusuf,Somalia,977166270.0,Start,17.6,EASTERN AFRICA
Mohamoud Hashi Abdi,Somalia,1042062671.0,Stub,17.6,EASTERN AFRICA
Muse Bihi Abdi,Somalia,1105150647.0,C,17.6,EASTERN AFRICA
Abdilahi Husein Iman Darawal,Somalia,1062337689.0,Stub,17.6,EASTERN AFRICA
Abdillahi Mohamed Dahir,Somalia,1055763252.0,Stub,17.6,EASTERN AFRICA
Omar Ali Abdillahi,Somalia,961838890.0,Stub,17.6,EASTERN AFRICA
Abdirahim Ali Ismail,Somalia,1033777237.0,Stub,17.6,EASTERN AFRICA
Mohamed Yusuf Abdirahman,Somalia,1056374599.0,Stub,17.6,EASTERN AFRICA
Abdullahi Abdi Omar,Somalia,1107511169.0,Stub,17.6,EASTERN AFRICA
Abdirahman Mohamed Abdullahi,Somalia,1093454962.0,C,17.6,EASTERN AFRICA
Ahmed Haji Ali Adami,Somalia,991379241.0,Stub,17.6,EASTERN AFRICA
Suleiman Mohamoud Adan,Somalia,1100648418.0,Stub,17.6,EASTERN AFRICA
Zamzam Abdi Adan,Somalia,1104180941.0,Stub,17.6,EASTERN AFRICA
Ahmed Aw Dahir,Somalia,1062918876.0,Start,17.6,EASTERN AFRICA
Mohammed Ahmed Alin,Somalia,1067230288.0,Stub,17.6,EASTERN AFRICA
Mohamed Nour Arrale,Somalia,1010517655.0,Stub,17.6,EASTERN AFRICA
Abdirizak Ibrahim Mohamed Attash,Somalia,1106387976.0,Stub,17.6,EASTERN AFRICA
Abdirahman Aw Ali Farrah,Somalia,1090813639.0,Start,17.6,EASTERN AFRICA
Bashe Awil Omar,Somalia,1080305059.0,Stub,17.6,EASTERN AFRICA
Buurmadow,Somalia,1060454282.0,Start,17.6,EASTERN AFRICA
Mohamed Abdi Dhinbil,Somalia,1105389938.0,Stub,17.6,EASTERN AFRICA
Hussein Ali Duale,Somalia,1061678975.0,Start,17.6,EASTERN AFRICA
Hussein Abdi Dualeh,Somalia,1046373247.0,Start,17.6,EASTERN AFRICA
Bashe Mohamed Farah,Somalia,1100193203.0,Stub,17.6,EASTERN AFRICA
Khadra Haji Ismail Geid,Somalia,1110909858.0,Stub,17.6,EASTERN AFRICA
Dayib Gurey,Somalia,1105996972.0,Stub,17.6,EASTERN AFRICA
Suleiman Hassan Haddi,Somalia,1080321751.0,Stub,17.6,EASTERN AFRICA
Suleiman Haglotosiye,Somalia,1113248839.0,Start,17.6,EASTERN AFRICA
Hassan Ismail Yusuf,Somalia,1115803831.0,Start,17.6,EASTERN AFRICA
Abdiaziz Hussein Hassan,Somalia,1050666572.0,Stub,17.6,EASTERN AFRICA
Hussein Mohamed Mohamoud,Somalia,1025215950.0,Stub,17.6,EASTERN AFRICA
Ibrahim Megag Samatar,Somalia,1100656361.0,Start,17.6,EASTERN AFRICA
Hassan Isse Jama,Somalia,1082326113.0,Start,17.6,EASTERN AFRICA
Abdiqani Mohamoud Jidhe,Somalia,1102025422.0,Stub,17.6,EASTERN AFRICA
Dahir Riyale Kahin,Somalia,1114879468.0,Start,17.6,EASTERN AFRICA
Mohamed Hussein Jama,Somalia,1057643441.0,Stub,17.6,EASTERN AFRICA
Ahmed Mohamed Mohamoud,Somalia,1114881150.0,GA,17.6,EASTERN AFRICA
Mohamed Ahmed Mohamud,Somalia,1069732157.0,Stub,17.6,EASTERN AFRICA
Nafisat Yusuf Mohammed,Somalia,1013484175.0,Start,17.6,EASTERN AFRICA
Ismail Haji Nour,Somalia,1080319184.0,Stub,17.6,EASTERN AFRICA
Osman Saleban Jama,Somalia,1073933365.0,Start,17.6,EASTERN AFRICA
Liban Yusuf Osman,Somalia,1078601021.0,Start,17.6,EASTERN AFRICA
Ahmed Muhammad Aden Qeybe,Somalia,1100656814.0,Stub,17.6,EASTERN AFRICA
Abdirisaq Waberi Roble,Somalia,964350062.0,Stub,17.6,EASTERN AFRICA
Jibrell Ali Salad,Somalia,1086444472.0,Start,17.6,EASTERN AFRICA
Abdirahman Saylici,Somalia,1106387960.0,Stub,17.6,EASTERN AFRICA
Abdirahman Ahmed Ali Tuur,Somalia,1114877231.0,C,17.6,EASTERN AFRICA
Faysal Ali Warabe,Somalia,1105125295.0,C,17.6,EASTERN AFRICA
Ali Mohamed Warancadde,Somalia,1050457012.0,Stub,17.6,EASTERN AFRICA
Ahmed Yusuf Yasin,Somalia,1082812507.0,Stub,17.6,EASTERN AFRICA
Mohamed Yonis,Somalia,1092949757.0,C,17.6,EASTERN AFRICA
Ali Mohamed Yussuf,Somalia,1021493082.0,Stub,17.6,EASTERN AFRICA
Isse Ahmed Yusuf,Somalia,1005192126.0,Stub,17.6,EASTERN AFRICA
Dulton Adams,South Africa,1086408049.0,Stub,60.6,SOUTHERN AFRICA
Bongani Baloyi,South Africa,1084870878.0,C,60.6,SOUTHERN AFRICA
Henry Barrington,South Africa,1091913293.0,Start,60.6,SOUTHERN AFRICA
Japie Basson,South Africa,1091913341.0,Start,60.6,SOUTHERN AFRICA
Christiaan Frederik Beyers,South Africa,1099763792.0,Start,60.6,SOUTHERN AFRICA
Hendrietta Bogopane-Zulu,South Africa,1091913446.0,Start,60.6,SOUTHERN AFRICA
Bongani Bongo,South Africa,1093781956.0,C,60.6,SOUTHERN AFRICA
Henry Burton (South African politician),South Africa,1103715218.0,Start,60.6,SOUTHERN AFRICA
Shaun Byneveldt,South Africa,1086431155.0,Stub,60.6,SOUTHERN AFRICA
Marshall Campbell,South Africa,1112455259.0,Start,60.6,SOUTHERN AFRICA
Geoffrey Cronjé,South Africa,1087229553.0,Stub,60.6,SOUTHERN AFRICA
Rowan Cronjé,South Africa,1090126948.0,C,60.6,SOUTHERN AFRICA
David Dichaba,South Africa,1087229999.0,Stub,60.6,SOUTHERN AFRICA
Nhlanhla “Lux” Dlamini,South Africa,,,60.6,SOUTHERN AFRICA
Stephanus Jacobus du Toit,South Africa,1070184582.0,GA,60.6,SOUTHERN AFRICA
Jennifer Ferguson,South Africa,1084878734.0,Start,60.6,SOUTHERN AFRICA
Benjamin Wesley Greenacre,South Africa,1088248229.0,Stub,60.6,SOUTHERN AFRICA
Owen Horwood,South Africa,1084875345.0,Start,60.6,SOUTHERN AFRICA
Danie Hough,South Africa,1096032434.0,Stub,60.6,SOUTHERN AFRICA
John William Jagger,South Africa,1088423836.0,Start,60.6,SOUTHERN AFRICA
Christina Jasson,South Africa,1095281104.0,Start,60.6,SOUTHERN AFRICA
Makhosi Khoza,South Africa,1110352747.0,Start,60.6,SOUTHERN AFRICA
Adam Kok III,South Africa,1084880247.0,C,60.6,SOUTHERN AFRICA
Cornelius Kok II,South Africa,1027218749.0,Start,60.6,SOUTHERN AFRICA
Joel Krige,South Africa,1092237074.0,Stub,60.6,SOUTHERN AFRICA
Johannes Christoffel Krogh,South Africa,1097324284.0,Start,60.6,SOUTHERN AFRICA
Dawid Kruiper,South Africa,1084880270.0,Start,60.6,SOUTHERN AFRICA
Cornelis Jacobus Langenhoven,South Africa,1100944645.0,C,60.6,SOUTHERN AFRICA
Maruping Lekwene,South Africa,1088788887.0,Start,60.6,SOUTHERN AFRICA
Lindiwe Mabuza,South Africa,1100374167.0,C,60.6,SOUTHERN AFRICA
Elizabeth Mafekeng,South Africa,1084880274.0,C,60.6,SOUTHERN AFRICA
Mmusi Maimane,South Africa,1115303784.0,GA,60.6,SOUTHERN AFRICA
Geoff Makhubo,South Africa,1098843482.0,C,60.6,SOUTHERN AFRICA
Mabel Malherbe,South Africa,1091904503.0,Start,60.6,SOUTHERN AFRICA
Neo Maneng,South Africa,1090707645.0,Stub,60.6,SOUTHERN AFRICA
Themba Maseko,South Africa,1084880381.0,Start,60.6,SOUTHERN AFRICA
Bandile Masuku,South Africa,1115516317.0,C,60.6,SOUTHERN AFRICA
Qaqambile Matanzima,South Africa,1084880360.0,C,60.6,SOUTHERN AFRICA
Khayelihle Mathaba,South Africa,1084880305.0,Stub,60.6,SOUTHERN AFRICA
Graham McIntosh,South Africa,1071895270.0,C,60.6,SOUTHERN AFRICA
Ntombi Lentheng Mekgwe,South Africa,1084875290.0,Stub,60.6,SOUTHERN AFRICA
Jan Meyer,South Africa,1100262444.0,B,60.6,SOUTHERN AFRICA
Clarence Mini,South Africa,1084878322.0,C,60.6,SOUTHERN AFRICA
Wilton Mkwayi,South Africa,1101374740.0,C,60.6,SOUTHERN AFRICA
Zwakele Mncwango,South Africa,1114285475.0,C,60.6,SOUTHERN AFRICA
Ellen Molekane,South Africa,1084871818.0,Stub,60.6,SOUTHERN AFRICA
Silas Molema,South Africa,1087407617.0,Start,60.6,SOUTHERN AFRICA
John Moodey,South Africa,1098205766.0,C,60.6,SOUTHERN AFRICA
Frederick Moor,South Africa,1086100029.0,Start,60.6,SOUTHERN AFRICA
Viola Motsumi,South Africa,1084876921.0,Start,60.6,SOUTHERN AFRICA
Dali Mpofu,South Africa,1113078843.0,Start,60.6,SOUTHERN AFRICA
Mpumi Mpofu,South Africa,1084874811.0,Stub,60.6,SOUTHERN AFRICA
Bongani Msomi,South Africa,1084870895.0,Stub,60.6,SOUTHERN AFRICA
Prema Naidoo,South Africa,1086619086.0,Start,60.6,SOUTHERN AFRICA
Sister Bernard Ncube,South Africa,1092981088.0,C,60.6,SOUTHERN AFRICA
John Nkadimeng,South Africa,1106722224.0,Start,60.6,SOUTHERN AFRICA
Sibongile Judith Nkomo,South Africa,1112786688.0,Stub,60.6,SOUTHERN AFRICA
Stafford Parker,South Africa,1105552581.0,Start,60.6,SOUTHERN AFRICA
Fawzia Peer,South Africa,1084880279.0,Stub,60.6,SOUTHERN AFRICA
Penny Penny,South Africa,1092903833.0,Start,60.6,SOUTHERN AFRICA
Pieter Gysbert Noodt,South Africa,975860917.0,Stub,60.6,SOUTHERN AFRICA
Amichand Rajbansi,South Africa,1066986085.0,C,60.6,SOUTHERN AFRICA
JN Reddy (politician),South Africa,1113392946.0,GA,60.6,SOUTHERN AFRICA
Zamani Saul,South Africa,1084877243.0,Start,60.6,SOUTHERN AFRICA
Helen Sauls-August,South Africa,1098455848.0,Stub,60.6,SOUTHERN AFRICA
Charles Saunders (colonial administrator),South Africa,1098520391.0,Start,60.6,SOUTHERN AFRICA
Floyd Shivambu,South Africa,1093791445.0,C,60.6,SOUTHERN AFRICA
Archie Sibeko,South Africa,1096673163.0,C,60.6,SOUTHERN AFRICA
Letitia Sibeko,South Africa,1107939937.0,Start,60.6,SOUTHERN AFRICA
Edward Philip Solomon,South Africa,1106269773.0,Start,60.6,SOUTHERN AFRICA
Max Sonnenberg,South Africa,1096328535.0,Start,60.6,SOUTHERN AFRICA
Walter Stanford,South Africa,1112747607.0,C,60.6,SOUTHERN AFRICA
Richard Stuttaford,South Africa,980482363.0,Start,60.6,SOUTHERN AFRICA
Michael Tellinger,South Africa,1102506186.0,Start,60.6,SOUTHERN AFRICA
Moses Twebe,South Africa,1084874768.0,Stub,60.6,SOUTHERN AFRICA
Johannes Hendrikus Viljoen,South Africa,1091590968.0,Stub,60.6,SOUTHERN AFRICA
Andries Waterboer,South Africa,1084880251.0,Start,60.6,SOUTHERN AFRICA
Nicolaas Waterboer,South Africa,1105620135.0,Start,60.6,SOUTHERN AFRICA
Alan Winde,South Africa,1107724739.0,GA,60.6,SOUTHERN AFRICA
Thuli Dladla,South Africa,1046068469.0,Stub,60.6,SOUTHERN AFRICA
Paul Dlamini,South Africa,1081249695.0,Stub,60.6,SOUTHERN AFRICA
Prince Sozisa Dlamini,South Africa,808556266.0,B,60.6,SOUTHERN AFRICA
Njabulo Mabuza,South Africa,1081249733.0,Stub,60.6,SOUTHERN AFRICA
Themba Masuku,South Africa,1092838946.0,Start,60.6,SOUTHERN AFRICA
Charles Myeza,South Africa,1112285121.0,Stub,60.6,SOUTHERN AFRICA
Ben Nsibandze,South Africa,1100374538.0,Stub,60.6,SOUTHERN AFRICA
Jackson Abugo,South Sudan,1095291739.0,Stub,10.9,EASTERN AFRICA
Anisia Achieng,South Sudan,1101103198.0,Start,10.9,EASTERN AFRICA
Emmanuel Adil Anthony,South Sudan,1112647227.0,Start,10.9,EASTERN AFRICA
Africano Mande Gedima,South Sudan,1115247401.0,C,10.9,EASTERN AFRICA
Angelo Dayu Agor,South Sudan,1078042589.0,Stub,10.9,EASTERN AFRICA
Morris Yel Akol,South Sudan,1084078778.0,Stub,10.9,EASTERN AFRICA
Wol Akec Akol,South Sudan,1093916563.0,Stub,10.9,EASTERN AFRICA
Deng Deng Akon,South Sudan,1107221543.0,Stub,10.9,EASTERN AFRICA
Mayol Kur Akuei,South Sudan,1044511023.0,Stub,10.9,EASTERN AFRICA
Obuch Ojwok Akuo,South Sudan,1065212992.0,Stub,10.9,EASTERN AFRICA
Albino Bol,South Sudan,1105090334.0,Stub,10.9,EASTERN AFRICA
Jacob Aligo,South Sudan,1095292336.0,Stub,10.9,EASTERN AFRICA
Paul Malong Awan,South Sudan,1105447742.0,C,10.9,EASTERN AFRICA
Ayaa Benjamin Warille,South Sudan,1113514909.0,Stub,10.9,EASTERN AFRICA
Joseph Bakosoro,South Sudan,1113578914.0,Stub,10.9,EASTERN AFRICA
Francis Barsan,South Sudan,1078637416.0,Stub,10.9,EASTERN AFRICA
Tito Biel,South Sudan,1055829953.0,Start,10.9,EASTERN AFRICA
Abraham Makoi Bol,South Sudan,919546351.0,Stub,10.9,EASTERN AFRICA
Theresa Anyuat Bola,South Sudan,1090872160.0,Stub,10.9,EASTERN AFRICA
Mary Boyoi,South Sudan,1104061850.0,Start,10.9,EASTERN AFRICA
Paul Lodu Bureng,South Sudan,1086320016.0,Stub,10.9,EASTERN AFRICA
Cirino Hiteng Ofuho,South Sudan,1106297094.0,Start,10.9,EASTERN AFRICA
Nyandeng Malek Deliech,South Sudan,1090872164.0,Start,10.9,EASTERN AFRICA
Deng Deng Akuei,South Sudan,919471963.0,Stub,10.9,EASTERN AFRICA
William Deng Nhial,South Sudan,1114800318.0,C,10.9,EASTERN AFRICA
Aldo Deng,South Sudan,1032863130.0,Start,10.9,EASTERN AFRICA
Ronald Ruai Deng,South Sudan,919609685.0,Stub,10.9,EASTERN AFRICA
Teker Riek Dong,South Sudan,918811425.0,Stub,10.9,EASTERN AFRICA
John Malish Dujuk,South Sudan,1108659929.0,Stub,10.9,EASTERN AFRICA
George Echom,South Sudan,1067331237.0,Start,10.9,EASTERN AFRICA
Baptist Sabit Frances,South Sudan,1068382948.0,Stub,10.9,EASTERN AFRICA
Taban Deng Gai,South Sudan,1113427102.0,GA,10.9,EASTERN AFRICA
Jacob Kuwinsuk Gale,South Sudan,1108503934.0,Stub,10.9,EASTERN AFRICA
Joseph Garang,South Sudan,1099266151.0,Start,10.9,EASTERN AFRICA
Isaac Cleto Hassan,South Sudan,1099791155.0,Stub,10.9,EASTERN AFRICA
Rezik Zechariah Hassan,South Sudan,949043206.0,Stub,10.9,EASTERN AFRICA
Sarah Cleto Hassan,South Sudan,1111889684.0,Start,10.9,EASTERN AFRICA
Emmanuel Ija,South Sudan,1095984007.0,Stub,10.9,EASTERN AFRICA
Aggrey Jaden,South Sudan,1059224881.0,Start,10.9,EASTERN AFRICA
Chol Tong Mayay Jang,South Sudan,888292366.0,Stub,10.9,EASTERN AFRICA
Timothy Taban Juch,South Sudan,1058136616.0,Stub,10.9,EASTERN AFRICA
Michael Roberto Kenyi,South Sudan,1087319671.0,Stub,10.9,EASTERN AFRICA
Salva Kiir Mayardit,South Sudan,1115281646.0,C,10.9,EASTERN AFRICA
Peter Bol Koang,South Sudan,918743234.0,Stub,10.9,EASTERN AFRICA
Clement Wani Konga,South Sudan,1102830572.0,Stub,10.9,EASTERN AFRICA
Baba Medan Konya,South Sudan,919549108.0,Stub,10.9,EASTERN AFRICA
Kuol Deim Kuol,South Sudan,1006056090.0,Stub,10.9,EASTERN AFRICA
Samson L. Kwaje,South Sudan,1055834802.0,Start,10.9,EASTERN AFRICA
Felix Ladu,South Sudan,1091814441.0,Stub,10.9,EASTERN AFRICA
Paterno Legge,South Sudan,1075466143.0,Stub,10.9,EASTERN AFRICA
Stephen Lemi Lokuron,South Sudan,1075465380.0,Stub,10.9,EASTERN AFRICA
Natisio Loluke,South Sudan,919628419.0,Stub,10.9,EASTERN AFRICA
Joseph Lual Acuil,South Sudan,1063289231.0,Start,10.9,EASTERN AFRICA
Vincent Kujo Lubong,South Sudan,1069101167.0,Stub,10.9,EASTERN AFRICA
Mabior Garang De-Mabior,South Sudan,1113657913.0,Start,10.9,EASTERN AFRICA
Mary Karlino Madut,South Sudan,1094131882.0,Stub,10.9,EASTERN AFRICA
Simon Mijok Majak,South Sudan,1100729735.0,Stub,10.9,EASTERN AFRICA
Madang Majok,South Sudan,930031820.0,Stub,10.9,EASTERN AFRICA
Abraham Gum Makuach,South Sudan,1112713366.0,Stub,10.9,EASTERN AFRICA
Juma Ali Malou,South Sudan,919560655.0,Stub,10.9,EASTERN AFRICA
Mary Mawai,South Sudan,1105243093.0,Stub,10.9,EASTERN AFRICA
James Ajongo Mawut,South Sudan,1093453653.0,Stub,10.9,EASTERN AFRICA
Peter Mayen,South Sudan,1109187939.0,Stub,10.9,EASTERN AFRICA
Juliet Raphael Michael,South Sudan,1094131128.0,Stub,10.9,EASTERN AFRICA
John Peter Miskin,South Sudan,1091499255.0,Stub,10.9,EASTERN AFRICA
Afikaano Monday,South Sudan,919576350.0,Stub,10.9,EASTERN AFRICA
Joseph Monytuil,South Sudan,1103909978.0,Stub,10.9,EASTERN AFRICA
Hellen Murshali,South Sudan,1103920974.0,Stub,10.9,EASTERN AFRICA
Paulino Matip Nhial,South Sudan,1109450057.0,GA,10.9,EASTERN AFRICA
Elias Waya Nyipuoc,South Sudan,960248404.0,Start,10.9,EASTERN AFRICA
Rebecca Joshua Okwaci,South Sudan,1078883066.0,Start,10.9,EASTERN AFRICA
Nathaniel Oyet,South Sudan,1113434840.0,Stub,10.9,EASTERN AFRICA
Joseph Nyiegele Pacifo,South Sudan,929980362.0,Stub,10.9,EASTERN AFRICA
Bona Panek,South Sudan,919581650.0,Stub,10.9,EASTERN AFRICA
Ajonye Paperture,South Sudan,1024512303.0,Stub,10.9,EASTERN AFRICA
Paulino Lukudu Obede,South Sudan,1105374820.0,Stub,10.9,EASTERN AFRICA
Simon Kun Puoch,South Sudan,1032614087.0,Stub,10.9,EASTERN AFRICA
Patrick Raphael,South Sudan,918739405.0,Stub,10.9,EASTERN AFRICA
Richard Remo,South Sudan,1068134189.0,Stub,10.9,EASTERN AFRICA
Ruben Madol Arol Kachuol,South Sudan,1096745777.0,Start,10.9,EASTERN AFRICA
Adil Athanasio Surrur,South Sudan,1106626605.0,Stub,10.9,EASTERN AFRICA
John Lodu Tombe,South Sudan,1075472084.0,Stub,10.9,EASTERN AFRICA
Tong Akeen Ngor,South Sudan,1049724514.0,Stub,10.9,EASTERN AFRICA
Dier Tong Ngor,South Sudan,1110997068.0,Stub,10.9,EASTERN AFRICA
Michael Tongun,South Sudan,1080331759.0,Stub,10.9,EASTERN AFRICA
James Tor Monybuny,South Sudan,1005891533.0,Start,10.9,EASTERN AFRICA
Rin Tuec,South Sudan,919609346.0,Stub,10.9,EASTERN AFRICA
Efisio Kon Uguak,South Sudan,1075404348.0,Stub,10.9,EASTERN AFRICA
Augustino Jadalla Wani,South Sudan,1094862433.0,Stub,10.9,EASTERN AFRICA
Manasseh Lomole Waya,South Sudan,1096606367.0,Stub,10.9,EASTERN AFRICA
Juma Saeed Worju,South Sudan,967664366.0,Stub,10.9,EASTERN AFRICA
Justin Yak,South Sudan,1110072478.0,Stub,10.9,EASTERN AFRICA
Claro Abánades López,Spain,1113779647.0,FA,47.4,SOUTHERN EUROPE
